latitude,longitude,altitude(m),heading(deg),curvesize(m),rotationdir,gimbalmode,gimbalpitchangle,actiontype1,actionparam1,actiontype2,actionparam2,actiontype3,actionparam3,actiontype4,actionparam4,actiontype5,actionparam5,actiontype6,actionparam6,actiontype7,actionparam7,actiontype8,actionparam8,actiontype9,actionparam9,actiontype10,actionparam10,actiontype11,actionparam11,actiontype12,actionparam12,actiontype13,actionparam13,actiontype14,actionparam14,actiontype15,actionparam15,altitudemode,speed(m/s),poi_latitude,poi_longitude,poi_altitude(m),poi_altitudemode,photo_timeinterval,photo_distinterval
-22.959776,-67.786883,20.000000,256.153969,0.000000,0,1,-4.690007,0,5.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,10.000000,-22.960113,-67.788360,7.182279,0,-1,-1
-22.963084,-67.787762,20.000000,349.440812,0.000000,0,1,-2.190031,0,5.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,10.000000,-22.960113,-67.788360,7.182279,0,-1,-1
-22.963084,-67.787762,377.416110,349.440816,0.000000,0,1,-47.939501,0,5.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,10.000000,-22.960113,-67.788360,7.182279,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-42.938657,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959837,-67.788416,37.799879,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-44.049768,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959897,-67.788404,30.765858,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-45.160879,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959957,-67.788392,23.862577,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-46.271990,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960018,-67.788379,17.092633,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-47.383101,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960081,-67.788367,10.458571,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-48.494212,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960145,-67.788354,3.962889,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-49.605323,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960210,-67.788341,-2.391972,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-50.716434,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960276,-67.788328,-8.603622,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-51.827545,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960343,-67.788314,-14.669723,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-52.938657,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960411,-67.788300,-20.587994,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-51.827545,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960343,-67.788314,-14.669723,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-50.716434,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960276,-67.788328,-8.603622,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-49.605323,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960210,-67.788341,-2.391972,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-48.494212,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960145,-67.788354,3.962889,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-47.383101,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960081,-67.788367,10.458571,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-46.271990,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960018,-67.788379,17.092633,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-45.160879,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959957,-67.788392,23.862577,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-44.049768,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959897,-67.788404,30.765858,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-42.938657,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959837,-67.788416,37.799879,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-44.049768,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959897,-67.788404,30.765858,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-45.160879,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959957,-67.788392,23.862577,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-46.271990,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960018,-67.788379,17.092633,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-47.383101,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960081,-67.788367,10.458571,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-48.494212,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960145,-67.788354,3.962889,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-49.605323,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960210,-67.788341,-2.391972,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-50.716434,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960276,-67.788328,-8.603622,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-51.827545,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960343,-67.788314,-14.669723,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-52.938657,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960411,-67.788300,-20.587994,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-51.827545,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960343,-67.788314,-14.669723,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-50.716434,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960276,-67.788328,-8.603622,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-49.605323,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960210,-67.788341,-2.391972,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-48.494212,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960145,-67.788354,3.962889,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-47.383101,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960081,-67.788367,10.458571,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-46.271990,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960018,-67.788379,17.092633,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-45.160879,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959957,-67.788392,23.862577,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-44.049768,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959897,-67.788404,30.765858,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-42.938657,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959837,-67.788416,37.799879,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-44.049768,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959897,-67.788404,30.765858,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-45.160879,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959957,-67.788392,23.862577,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-46.271990,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960018,-67.788379,17.092633,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-47.383101,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960081,-67.788367,10.458571,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-48.494212,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960145,-67.788354,3.962889,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-49.605323,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960210,-67.788341,-2.391972,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-50.716434,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960276,-67.788328,-8.603622,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-51.827545,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960343,-67.788314,-14.669723,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-52.938657,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960411,-67.788300,-20.587994,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-51.827545,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960343,-67.788314,-14.669723,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-50.716434,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960276,-67.788328,-8.603622,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-49.605323,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960210,-67.788341,-2.391972,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-48.494212,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960145,-67.788354,3.962889,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-47.383101,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960081,-67.788367,10.458571,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-46.271990,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960018,-67.788379,17.092633,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-45.160879,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959957,-67.788392,23.862577,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-44.049768,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959897,-67.788404,30.765858,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-42.938657,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959837,-67.788416,37.799879,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-44.049768,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959897,-67.788404,30.765858,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-45.160879,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959957,-67.788392,23.862577,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-46.271990,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960018,-67.788379,17.092633,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-47.383101,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960081,-67.788367,10.458571,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-48.494212,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960145,-67.788354,3.962889,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-49.605323,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960210,-67.788341,-2.391972,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-50.716434,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960276,-67.788328,-8.603622,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-51.827545,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960343,-67.788314,-14.669723,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-52.938657,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960411,-67.788300,-20.587994,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-51.827545,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960343,-67.788314,-14.669723,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-50.716434,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960276,-67.788328,-8.603622,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-49.605323,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960210,-67.788341,-2.391972,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-48.494212,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960145,-67.788354,3.962889,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-47.383101,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960081,-67.788367,10.458571,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-46.271990,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.960018,-67.788379,17.092633,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-45.160879,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959957,-67.788392,23.862577,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-44.049768,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959897,-67.788404,30.765858,0,-1,-1
-22.963084,-67.787762,378.416110,349.440816,0.000000,0,1,-42.938657,0,10.000000,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,1.500000,-22.959837,-67.788416,37.799879,0,-1,-1
